4.199999998177190719e+00 7.993506493506484389e+01
5.899999998175644578e+00 7.314285714285705353e+01
5.899999998175644578e+00 6.878354978354968807e+01
4.699999998176735971e+00 1.166060606060604670e+02
6.099999998175462679e+00 1.048225108225107078e+02
6.399999998175189830e+00 9.622510822510811579e+01
4.399999998177008820e+00 7.744155844155834245e+01
4.699999998176735971e+00 1.029740259740258637e+02
4.999999998176463123e+00 5.675324675324668533e+01
8.199999998173552740e+00 9.173160173160162856e+01
5.899999998175644578e+00 6.515151515151507056e+01
6.399999998175189830e+00 9.272727272727263426e+01
8.399999998173370841e+00 5.499567099567093464e+01
9.599999998172279447e+00 9.127272727272716679e+01
8.699999998173097993e+00 8.516017316017305916e+01
9.099999998172734195e+00 9.300432900432889483e+01
6.199999998175371729e+00 1.013766233766232574e+02
4.599999998176826921e+00 1.076103896103894755e+02
4.699999998176735971e+00 6.486580086580079296e+01
6.399999998175189830e+00 8.672727272727263426e+01
7.399999998174280336e+00 9.127705627705616109e+01
7.299999998174371285e+00 7.325108225108216686e+01
5.699999998175826477e+00 7.494805194805186943e+01
7.899999998173825588e+00 8.556709956709947562e+01
7.099999998174553184e+00 9.938961038961026873e+01
4.399999998177008820e+00 5.999567099567093464e+01
5.399999998176099325e+00 7.345454545454536799e+01
8.599999998173188942e+00 5.394372294372287513e+01
9.099999998172734195e+00 6.022077922077914991e+01
5.199999998176281224e+00 5.181818181818175617e+01
6.899999998174735083e+00 7.013852813852805923e+01
5.399999998176099325e+00 6.752813852813845585e+01
8.899999998172916094e+00 5.239826839826833549e+01
5.199999998176281224e+00 1.007662337662336540e+02
8.699999998173097993e+00 9.116017316017305916e+01
7.799999998173916538e+00 6.672294372294363995e+01
4.199999998177190719e+00 6.337229437229429152e+01
6.699999998174916982e+00 8.299134199134188350e+01
8.399999998173370841e+00 9.015584415584405065e+01
7.899999998173825588e+00 9.131601731601720928e+01
6.099999998175462679e+00 5.015584415584410749e+01
4.899999998176554072e+00 1.033030303030301695e+02
