1.599999998179555405e+00 1.164891774891773650e+02
3.099999998178191163e+00 9.497835497835487217e+01
3.199999998178100213e+00 1.610086580086578465e+02
1.599999998179555405e+00 6.056709956709950404e+01
3.099999998178191163e+00 5.277056277056270517e+01
3.099999998178191163e+00 1.065238095238094047e+02
1.599999998179555405e+00 1.443290043290041638e+02
1.599999998179555405e+00 6.006926406926399409e+01
1.599999998179555405e+00 1.112424242424241072e+02
2.899999998178373062e+00 9.566666666666654351e+01
1.599999998179555405e+00 9.520346320346310165e+01
1.499999998179646354e+00 5.395238095238089215e+01
5.699999998175826477e+00 8.776623376623365402e+01
4.399999998177008820e+00 8.964502164502154358e+01
4.699999998176735971e+00 9.212121212121201097e+01
9.999999818091964698e-02 8.389177489177478719e+01
3.099999998178191163e+00 5.579220779220773352e+01
1.599999998179555405e+00 6.640692640692633120e+01
1.599999998179555405e+00 1.323809523809522375e+02
3.199999998178100213e+00 1.017965367965366710e+02
3.899999998177463567e+00 7.034199134199126036e+01
3.099999998178191163e+00 7.098268398268390911e+01
1.599999998179555405e+00 8.764502164502155779e+01
1.999999981808286975e-01 5.898701298701291762e+01
4.399999998177008820e+00 9.261904761904750671e+01
1.599999998179555405e+00 1.080303030303028891e+02
1.599999998179555405e+00 9.876623376623365402e+01
5.899999998175644578e+00 9.030735930735919226e+01
6.399999998175189830e+00 5.087012987012981569e+01
2.599999998178645910e+00 9.727272727272716679e+01
3.099999998178191163e+00 6.948917748917740767e+01
1.499999998179646354e+00 8.658441558441549546e+01
5.399999998176099325e+00 9.483982683982671347e+01
1.599999998179555405e+00 5.234199134199128878e+01
8.999999981801920512e-01 6.130303030303022638e+01
3.199999998178100213e+00 7.563203463203456067e+01
1.599999998179555405e+00 1.042770562770561611e+02
1.499999998179646354e+00 6.552380952380946155e+01
5.099999998176372173e+00 8.819480519480509884e+01
3.799999998177554517e+00 8.468831168831158607e+01
3.399999998177918314e+00 9.751515151515140190e+01
1.599999998179555405e+00 5.940692640692634541e+01
1.599999998179555405e+00 9.896969696969685515e+01
3.199999998178100213e+00 7.113419913419906493e+01
1.599999998179555405e+00 1.013766233766232574e+02
1.499999998179646354e+00 5.322510822510817263e+01
1.599999998179555405e+00 1.070303030303029175e+02
1.599999998179555405e+00 5.374458874458868252e+01
3.299999998178009264e+00 8.954112554112542455e+01
2.699999998178554961e+00 9.948051948051936222e+01
1.599999998179555405e+00 6.852813852813845585e+01
3.099999998178191163e+00 5.909090909090902244e+01
1.599999998179555405e+00 1.069913419913418835e+02
3.099999998178191163e+00 6.529004329004322926e+01
3.099999998178191163e+00 1.187012987012985832e+02
1.599999998179555405e+00 1.496017316017314158e+02
1.599999998179555405e+00 9.820779220779209595e+01
1.599999998179555405e+00 5.910822510822504228e+01
5.799999998175735527e+00 1.066233766233765010e+02
1.599999998179555405e+00 1.058744588744587531e+02
3.199999998178100213e+00 6.117748917748910742e+01
3.099999998178191163e+00 1.006536796536795464e+02
1.599999998179555405e+00 1.289999999999998579e+02
4.499999998176917870e+00 6.148051948051940485e+01
1.599999998179555405e+00 5.970129870129864003e+01
1.599999998179555405e+00 5.895670995670988646e+01
1.599999998179555405e+00 1.007489177489176200e+02
2.399999998178827809e+00 1.050606060606059344e+02
1.599999998179555405e+00 9.998701298701288920e+01
5.899999998175644578e+00 9.198268398268386647e+01
1.399999998179737304e+00 7.830735930735920647e+01
1.499999998179646354e+00 5.588744588744582842e+01
1.499999998179646354e+00 9.706926406926396567e+01
1.599999998179555405e+00 1.021082251082249854e+02
4.399999998177008820e+00 7.136363636363627450e+01
1.599999998179555405e+00 5.977056277056269806e+01
9.999999981801011018e-01 5.683116883116876750e+01
3.199999998178100213e+00 8.059307359307351248e+01
1.599999998179555405e+00 1.076796536796535548e+02
1.599999998179555405e+00 1.653549783549781864e+02
2.899999998178373062e+00 9.360606060606050960e+01
1.599999998179555405e+00 5.767532467532461737e+01
3.999999981806467986e-01 6.082683982683975898e+01
1.599999998179555405e+00 9.919480519480508462e+01
2.899999998178373062e+00 1.376969696969695178e+02
4.399999998177008820e+00 7.058008658008650116e+01
3.599999998177736416e+00 6.530303030303022638e+01
1.599999998179555405e+00 1.048398268398267277e+02
3.099999998178191163e+00 1.211341991341990081e+02
3.999999981806467986e-01 1.474935064935063167e+02
2.599999998178645910e+00 9.637229437229424889e+01
3.399999998177918314e+00 7.639826839826829996e+01
1.499999998179646354e+00 6.109523809523803095e+01
1.499999998179646354e+00 6.136796536796529722e+01
1.599999998179555405e+00 1.067012987012985974e+02
3.099999998178191163e+00 7.873593073593065128e+01
1.599999998179555405e+00 8.931168831168820077e+01
3.099999998178191163e+00 6.952380952380944734e+01
6.599999998175007931e+00 5.219480519480513436e+01
1.899999998179282557e+00 5.514718614718607625e+01
1.599999998179555405e+00 5.861038961038954653e+01
3.899999998177463567e+00 8.796103896103885234e+01
1.599999998179555405e+00 1.072034632034630874e+02
3.899999998177463567e+00 8.783116883116872486e+01
1.499999998179646354e+00 1.078701298701297446e+02
3.199999998178100213e+00 1.675930735930734272e+02
3.799999998177554517e+00 8.242424242424232261e+01
2.599999998178645910e+00 8.581818181818171354e+01
1.499999998179646354e+00 9.503463203463194020e+01
1.599999998179555405e+00 6.651515151515144453e+01
8.999999981801920512e-01 5.864502164502157200e+01
1.599999998179555405e+00 9.913852813852803081e+01
1.599999998179555405e+00 6.262770562770556637e+01
1.599999998179555405e+00 1.080865800865799713e+02
4.399999998177008820e+00 9.439393939393927724e+01
1.599999998179555405e+00 5.848484848484841336e+01
1.599999998179555405e+00 1.049913419913418693e+02
1.599999998179555405e+00 1.111645021645020535e+02
4.399999998177008820e+00 8.884415584415575040e+01
